Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
WT_ERBB3	K2C6B_HUMAN	KRT6B	3|3|3|3	12	3.00	4	2|2|2|1	0.19	0.19	0.19	0.19	0.19	-1.44	1.71	0.43	
WT_ERBB3	K2C7_HUMAN	KRT7	0|0|0|1	1	0.25	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	2.50	0.50	
WT_ERBB3	HSP7C_HUMAN	HSPA8	5|4|6|5	20	5.00	4	0|0|1|1	0.99	1.00	0.99	1.00	0.99	4.18	10.00	0.00	
WT_ERBB3	PK3CA_HUMAN	PIK3CA	3|2|3|3	11	2.75	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	4.48	27.50	0.00	
WT_ERBB3	ERBB3_HUMAN	ERBB3	4|5|7|6	22	5.50	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	8.07	55.00	0.00	
WT_ERBB3	ADT2_HUMAN	SLC25A5	2|1|2|1	6	1.50	4	0|0|0|0	0.49	0.99	0.49	0.99	0.49	2.45	15.00	0.18	
WT_ERBB3	ADT3_HUMAN	SLC25A6	1|0|2|1	4	1.00	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	10.00	0.28	
WT_ERBB3	K1C9_HUMAN	KRT9	1|2|0|1	4	1.00	4	0|0|1|0	0.23	0.93	0.23	0.93	0.23	-0.60	4.00	0.42	
WT_ERBB3	TBA1A_HUMAN	TUBA1A	1|1|2|2	6	1.50	4	0|0|0|0	0.49	0.99	0.49	0.99	0.49	2.45	15.00	0.18	
WT_ERBB3	TBA4A_HUMAN	TUBA4A	0|0|1|1	2	0.50	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	5.00	0.50	
WT_ERBB3	ARHG5_HUMAN	ARHGEF5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	PK3CB_HUMAN	PIK3CB	0|1|1|1	3	0.75	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	7.50	0.50	
WT_ERBB3	IRS1_HUMAN	IRS1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	TBB5_HUMAN	TUBB	0|1|2|1	4	1.00	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	10.00	0.28	
WT_ERBB3	TBB3_HUMAN	TUBB3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	HS71A_HUMAN	HSPA1A	0|1|1|1	3	0.75	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	7.50	0.50	
WT_ERBB3	HS90A_HUMAN	HSP90AA1	1|1|1|1	4	1.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.45	10.00	0.50	
WT_ERBB3	HS90B_HUMAN	HSP90AB1	1|1|1|1	4	1.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.45	10.00	0.50	
WT_ERBB3	1433E_HUMAN	YWHAE	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	1433T_HUMAN	YWHAQ	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	LPPRC_HUMAN	LRPPRC	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	ERRFI_HUMAN	ERRFI1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	AP2A1_HUMAN	AP2A1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	GRB7_HUMAN	GRB7	0|1|1|1	3	0.75	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	7.50	0.50	
WT_ERBB3	STAT3_HUMAN	STAT3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	ANXA2_HUMAN	ANXA2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	PTPRA_HUMAN	PTPRA	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	C1QBP_HUMAN	C1QBP	0|0|0|0	0	0.00	4	7|5|0|0	0.00	0.00	0.00	0.00	0.00	-10.98	0.00	0.50	
WT_ERBB3	SHC1_HUMAN	SHC1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	PTN11_HUMAN	PTPN11	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	PON2_HUMAN	PON2	1|1|1|0	3	0.75	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	7.50	0.50	
WT_ERBB3	MET_HUMAN	MET	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	CRKL_HUMAN	CRKL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	CBL_HUMAN	CBL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	PHLA2_HUMAN	PHLDA2	2|0|0|1	3	0.75	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	7.50	0.28	
WT_ERBB3	RT27_HUMAN	MRPS27	1|2|1|1	5	1.25	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	2.45	12.50	0.28	
WT_ERBB3	M2OM_HUMAN	SLC25A11	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	STAT1_HUMAN	STAT1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	SLIRP_HUMAN	SLIRP	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	PK3CD_HUMAN	PIK3CD	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	GRP75_HUMAN	HSPA9	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	AIFM1_HUMAN	AIFM1	1|1|1|2	5	1.25	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	2.45	12.50	0.28	
WT_ERBB3	PHB_HUMAN	PHB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	HNRPK_HUMAN	HNRNPK	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	TMM33_HUMAN	TMEM33	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_ERBB3	RT34_HUMAN	MRPS34	1|0|1|2	4	1.00	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	10.00	0.28	
WT_GRB2	EGFR_HUMAN	EGFR	19|18|36|36	109	27.25	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	29.72	272.50	0.00	
WT_GRB2	ERBB2_HUMAN	ERBB2	0|0|3|1	4	1.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.06	10.00	0.27	
WT_GRB2	P85B_HUMAN	PIK3R2	2|0|3|3	8	2.00	4	0|0|0|0	0.75	1.00	0.75	1.00	0.75	-0.06	20.00	0.02	
WT_GRB2	P55G_HUMAN	PIK3R3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	P85A_HUMAN	PIK3R1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	K2C1_HUMAN	KRT1	10|7|13|10	40	10.00	4	10|10|7|7	0.00	0.00	0.00	0.00	0.00	-19.47	1.18	0.49	
WT_GRB2	K1C10_HUMAN	KRT10	3|3|9|9	24	6.00	4	1|2|4|3	0.50	0.98	0.50	0.98	0.50	-4.07	2.40	0.17	
WT_GRB2	K1C16_HUMAN	KRT16	0|0|0|0	0	0.00	4	1|1|2|2	0.00	0.00	0.00	0.00	0.00	-5.30	0.00	0.50	
WT_GRB2	GRB2_HUMAN	GRB2	9|6|10|11	36	9.00	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.38	90.00	0.00	
WT_GRB2	GRP78_HUMAN	HSPA5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	K22E_HUMAN	KRT2	4|5|4|4	17	4.25	4	4|4|1|1	0.10	0.22	0.10	0.22	0.10	-2.66	1.70	0.45	
WT_GRB2	K2C8_HUMAN	KRT8	0|0|2|0	2	0.50	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	5.00	0.28	
WT_GRB2	K2C5_HUMAN	KRT5	2|2|2|1	7	1.75	4	1|1|2|0	0.33	0.44	0.33	0.44	0.33	-1.69	1.75	0.24	
WT_GRB2	K2C4_HUMAN	KRT4	0|0|0|0	0	0.00	4	0|1|0|0	0.00	0.00	0.00	0.00	0.00	-0.60	0.00	0.50	
WT_GRB2	K2C6B_HUMAN	KRT6B	2|2|3|2	9	2.25	4	2|2|2|1	0.09	0.19	0.09	0.19	0.09	-2.87	1.29	0.45	
WT_GRB2	K2C7_HUMAN	KRT7	0|0|2|0	2	0.50	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	5.00	0.28	
WT_GRB2	HSP7C_HUMAN	HSPA8	2|2|1|1	6	1.50	4	0|0|1|1	0.40	0.81	0.40	0.81	0.40	0.11	3.00	0.24	
WT_GRB2	PK3CA_HUMAN	PIK3CA	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	ERBB3_HUMAN	ERBB3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	ADT2_HUMAN	SLC25A5	2|3|3|3	11	2.75	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	4.48	27.50	0.00	
WT_GRB2	ADT3_HUMAN	SLC25A6	1|2|2|2	7	1.75	4	0|0|0|0	0.74	0.99	0.74	0.99	0.74	2.45	17.50	0.05	
WT_GRB2	K1C9_HUMAN	KRT9	3|1|2|1	7	1.75	4	0|0|1|0	0.48	0.99	0.48	0.99	0.48	1.01	7.00	0.23	
WT_GRB2	TBA1A_HUMAN	TUBA1A	0|0|2|0	2	0.50	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	5.00	0.28	
WT_GRB2	TBA4A_HUMAN	TUBA4A	0|0|2|1	3	0.75	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	7.50	0.28	
WT_GRB2	ARHG5_HUMAN	ARHGEF5	5|7|12|11	35	8.75	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.75	87.50	0.00	
WT_GRB2	PK3CB_HUMAN	PIK3CB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	IRS1_HUMAN	IRS1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	TBB5_HUMAN	TUBB	1|1|2|1	5	1.25	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	2.45	12.50	0.28	
WT_GRB2	TBB3_HUMAN	TUBB3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	HS71A_HUMAN	HSPA1A	0|1|1|1	3	0.75	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	7.50	0.50	
WT_GRB2	HS90A_HUMAN	HSP90AA1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	HS90B_HUMAN	HSP90AB1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	1433E_HUMAN	YWHAE	0|0|2|0	2	0.50	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	5.00	0.28	
WT_GRB2	1433T_HUMAN	YWHAQ	0|0|2|1	3	0.75	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	7.50	0.28	
WT_GRB2	LPPRC_HUMAN	LRPPRC	0|1|0|0	1	0.25	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	2.50	0.50	
WT_GRB2	ERRFI_HUMAN	ERRFI1	0|0|2|1	3	0.75	4	0|0|0|0	0.25	0.99	0.25	0.99	0.25	-0.06	7.50	0.28	
WT_GRB2	AP2A1_HUMAN	AP2A1	3|3|2|3	11	2.75	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	4.48	27.50	0.00	
WT_GRB2	GRB7_HUMAN	GRB7	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	STAT3_HUMAN	STAT3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
WT_GRB2	ANXA2_HUMAN	ANXA2	0|0|3|3	6	1.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.06	15.00	0.12	
WT_GRB2	PTPRA_HUMAN	PTPRA	0|3|3|3	9	2.25	4	0|0|0|0	0.75	1.00	0.75	1.00	0.75	-0.06	22.50	0.00	
WT_GRB2	C1QBP_HUMAN	C1QBP	0|0|0|0	0	0.00	4	7|5|0|0	0.00	0.00	0.00	0.00	0.00	-10.98	0.00	0.50	
WT_GRB2	SHC1_HUMAN	SHC1	2|3|3|2	10	2.50	4	0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.48	25.00	0.00	
WT_GRB2	PTN11_HUMAN	PTPN11	0|0|1|1	2	0.50	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	5.00	0.50	
WT_GRB2	PON2_HUMAN	PON2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.06	0.00	0.50	
